95891	68341
73733	49864
78885	51450
71581	15484
76894	65860
35742	44367
60850	21429
68632	79577
54592	73999
23939	942
29709	37585
33828	64859
59610	41292
82999	67107
49277	78117
77175	15501
5934	64407
1586	2807
8751	62031
99391	91749
272	42845
89044	26757
5111	79658
1108	79215
55442	18043
30390	65175
69451	52045
69508	9553
83519	53585
5580	79287
28423	13214
17632	29278
86815	2773
63466	26622
19372	10905
85308	54082
91834	66419
81044	26423
61135	64830
23168	28888
29790	10699
81743	98202
35643	40012
18490	63265
38808	74240
20346	37174
292	84424
58174	175
3950	81242
1667	18483
64808	58766
91311	17495
47210	21968
97231	28969
22499	49835
45064	59586
97014	72146
56896	39393
14877	49229
19804	33195
83556	31945
35061	6124
83594	16111
65907	35637
72305	54960
65773	41496
99660	81202
7234	75036
70326	52721
21968	53826
61979	67817
64074	36015
25405	83272
47638	81910
74371	58167
18965	65715
91565	23142
20536	50001
93981	55380
96518	14390
43498	589
78928	96282
97407	33629
99552	67832
24414	32226
40167	60016
85746	76041
66351	96798
39406	35775
36860	85346
84768	55674
51815	70506
15045	28592
48869	65936
61444	51186
55326	34321
55618	22663
89066	13730
65121	14146
88719	76284
25435	18612
68854	28212
94533	39226
85	41804
9808	20965
905	6836
57524	91270
804	38001
58245	39501
69889	46742
42474	90857
50206	79322
49279	30800
8538	9210
55517	60960
18738	29048
34017	12867
63712	68464
53641	97634
8354	77323
78145	8681
44437	41222
60103	3510
10740	15593
76404	63139
7074	67249
59421	91715
56037	98767
34371	48241
81539	62366
66997	86752
96893	88057
26701	31212
95502	42866
18460	57662
20948	34483
27714	20017
72659	75039
34898	94576
38596	55199
59263	97117
98469	91084
79160	3987
57946	93594
73859	19371
7461	62750
97379	92172
35086	54277
79652	26365
82507	75640
86981	86984
92013	13370
47179	87382
92999	55999
75723	91786
32359	97520
58223	65043
9531	96997
14699	10522
90082	92749
48259	64896
19638	67206
437	64628
51341	9522
98565	55802
68388	86563
5854	55670
75404	48126
97843	9011
59561	70884
54612	43943
44804	36109
3363	34544
39951	20593
27980	26784
57139	55371
54952	70842
76483	12475
86154	9649
95910	65879
72523	66402
74132	3447
8620	30525
33568	5945
19353	64762
53332	36760
34600	56997
23909	82920
14732	1699
90852	87662
8283	38452
55613	70028
7361	91014
37934	99318
39558	96567
55816	84066
21375	80342
98559	69352
95476	42159
22179	99943
16572	96842
20420	95958
77056	95552
35617	89909
23064	65348
12913	308
29645	93333
99184	81646
30384	55038
47502	4123
87636	55623
5254	33683
40498	65057
64965	96270
98610	6813
9454	56566
77492	51590
56398	31775
47093	17384
87048	28936
51473	53695
97715	43500
81292	66575
78196	23922
8511	96955
47972	48813
19867	60335
87683	50616
1772	90433
3775	18229
72184	63537
93588	49705
42779	10931
2419	20649
49022	97484
63456	66682
86097	33587
9226	22003
626	96806
53938	14875
52516	28821
5529	5136
31218	84199
43420	80954
27444	44820
20597	38006
63364	41524
52451	48446
72114	73950
34100	99332
87448	73086
30341	62391
99786	54869
78918	41750
33668	91672
63357	25840
58275	69549
4382	6659
64919	16208
49941	99118
62552	11882
95814	60517
41506	96927
32304	35702
30258	66075
41714	5420
43581	14866
53806	19691
16789	32798
9091	13276
96654	37041
45022	24843
68588	3049
72851	97463
38832	33729
27750	75961
99507	49574
62640	96020
14017	87810
24847	77855
48874	46805
91508	76530
38007	18727
47315	58602
91048	59889
47998	90160
11532	57917
48388	74491
97765	7203
18615	39057
78587	18250
26621	26436
73509	49837
56830	84654
49669	64191
73686	36767
77184	44069
39928	97857
98804	61422
46473	13113
71175	13685
94646	47957
27394	13317
18398	88485
43687	52256
7683	61254
97748	9596
42404	87900
57121	64158
15643	49279
80269	32407
86995	46189
25279	31315
99628	4953
95048	12895
82915	2474
64328	40177
43969	17141
55832	82907
62929	60121
71978	39370
41713	15827
37799	75222
58161	33868
25216	84357
19140	58158
2868	43755
37247	6885
2674	4264
79022	67444
41888	34468
14400	13876
98615	86724
94493	75276
32537	17239
61642	27016
86189	77981
97791	7828
1502	2259
52483	26178
34148	61374
14223	10766
50655	64702
28838	27019
40002	704
53803	24630
60672	7154
76512	31603
9641	89587
71732	26285
86433	71801
76340	85205
38268	14043
48230	36528
73124	23064
38590	35204
39465	19625
55944	47821
41245	33050
84353	3757
26973	43768
43920	1162
51777	72889
45599	27815
34225	37895
25573	30235
74020	60149
89865	56321
29597	71755
83911	25152
59251	22610
10468	63299
4553	99680
29269	63577
73263	12398
17661	16178
9003	75438
57385	55367
44713	1539
78760	58125
15371	53701
64870	64613
13342	24156
54925	28685
70455	9742
90556	5758
67172	71722
83204	19362
35141	63194
48073	77316
52461	73823
16724	65977
83303	77135
65190	26811
63669	88544
73445	74588
18126	73994
68605	99597
46726	39757
48571	61711
27830	91640
31882	69961
92093	27614
55905	25990
83413	66576
38848	89592
10430	73975
67118	13329
14399	21448
64217	60251
77903	3001
27293	45386
26467	94021
38245	75051
11942	20333
89448	50075
51564	20611
271	59709
96793	63848
29928	34687
4943	41252
13638	13414
32517	20497
26031	42132
69752	29078
77657	14732
82432	81747
30379	92650
72724	16303
15682	59221
95792	63225
54236	62905
79109	4918
43882	96820
54928	61242
50287	73590
82639	55490
22825	81065
75317	54925
79823	32582
92461	78510
56853	35380
2620	11756
44265	82810
22310	49242
96990	74954
81642	84673
70163	41710
68017	6509
18545	48236
53928	74443
88026	15011
13465	29432
42959	21037
75699	3165
43379	35445
47302	98835
16561	27428
95586	65579
3650	81521
62146	86104
69259	23780
33171	57059
90280	85127
73467	52515
21684	46045
80094	24142
96131	87010
3752	1268
71	94486
47705	98566
40419	17382
3076	46004
98247	30655
7440	32037
59848	84624
1907	83540
73698	79083
62153	97263
94400	48203
57667	24475
10318	44142
46908	7317
17827	20986
22798	32286
42661	17059
87602	72818
50870	16020
71510	23994
28008	63894
36888	82634
63514	16772
85154	15616
97645	31973
28779	78259
36318	38037
402	67342
29632	70979
53373	45793
52149	96497
64312	24363
58793	92919
47996	8361
