67783	37220
19773	9005
82957	17915
49543	3072
62767	35212
46046	24517
43050	33692
61644	98155
37581	234
88456	55917
33185	86816
35399	78428
1117	95096
30735	76654
39425	32657
99033	84892
74847	47728
28120	95676
91691	69986
14608	83045
34805	13175
56306	87389
87789	30808
56352	1450
85685	9002
24299	7073
67485	58893
1073	72885
99791	34081
33775	91346
27505	68145
17029	60842
73319	89012
37787	30162
44702	91301
94564	62516
54195	56089
41629	11446
50820	45056
81750	47218
55455	72084
69705	6529
47581	44549
5007	67332
62082	95785
20180	5539
28028	55506
57802	2746
72800	26498
75112	67985
68536	50962
74023	37608
95621	17098
93363	19050
24927	24647
51191	50709
65911	72886
84351	40497
93361	99966
46668	94500
85341	33856
99296	51817
84593	27899
58481	52022
86963	74521
77497	72505
27742	49206
630	27390
52889	98118
35635	1573
15163	26358
22150	25582
64159	65902
94682	11476
94082	21597
99362	20164
9883	51938
66348	47552
38390	60032
27448	24880
47422	32749
88995	76224
59401	25107
94438	45179
87468	16055
61119	65180
44875	91401
27434	36014
57597	5458
91019	48270
64336	39692
44086	90826
90702	19992
52959	19984
20891	63857
16096	7650
50248	45396
92471	2957
60599	69933
49971	60113
18629	31118
59705	47431
35846	27021
61572	21866
56925	82965
48854	47001
58224	97478
21052	11009
87177	87441
18470	26384
97509	30775
33688	6393
49835	72279
29023	98619
49083	59415
47207	8815
35586	99447
7606	89832
55979	69653
99257	69023
25889	32253
87053	3946
29335	21171
66378	26311
21621	880
26286	52271
82716	84952
40070	29439
79521	27573
52729	36198
38379	6189
78083	74458
80583	74926
61823	28958
90768	96454
20617	34766
10612	86399
86286	97586
63905	53018
37498	88414
41542	81427
97126	96574
88304	67395
71955	2806
73855	68644
84251	75816
64703	31940
39626	37902
45990	60508
88516	60050
4264	54377
11254	31943
22298	17994
70218	13945
46417	39526
63504	94123
79090	49098
1972	23962
20658	46271
80843	25646
75828	95806
63407	62248
61561	96680
39869	97675
52526	51069
80148	27503
42907	58123
38231	26953
5214	74182
53933	50969
80482	92909
46796	6481
70163	41710
620	71662
56120	55988
2230	24217
83050	27690
22846	58303
11013	39516
87302	90438
83234	46304
23849	13645
24667	51996
