7374	56474
4606	23831
11701	11470
49950	3353
69425	77709
74677	54000
58346	10361
42515	36072
64268	39707
1990	99370
52058	69419
11766	84779
97725	55353
18521	31013
12257	12458
53774	89286
79519	12817
88542	41604
61624	77475
83098	4158
95252	13359
65975	79510
51026	61085
40487	50839
27442	87683
49374	7692
61499	53405
63567	20134
5331	10051
24541	93909
5072	43808
56537	8236
16967	65667
27030	14881
9891	87616
21575	62639
46691	31292
14482	67356
87741	6779
91191	89763
35567	65606
10519	6852
16878	55795
62136	87492
44375	90129
33091	13394
77732	14083
51531	73849
35065	21555
45574	467
35163	62224
79814	58148
35048	14897
98274	41963
89859	48746
24508	78154
97775	21024
2698	18838
4137	64524
34694	92455
94543	87594
3206	10280
97624	10641
64000	53469
84025	12965
70934	88672
2092	27867
44841	89403
62568	29448
37013	30643
53757	52670
61906	51146
43772	41835
53635	80341
22285	23468
83980	67634
72697	33309
66684	92078
12624	67760
52642	43201
6104	69836
65929	16672
58444	26798
17957	12727
50373	18497
26848	92428
28861	80834
80033	4792
48545	51206
78766	12755
12350	76333
29961	1781
47560	45574
92218	13649
48878	4808
80023	33805
33022	46295
71589	66016
16771	20861
45646	84265
18431	37458
15851	78662
36857	38548
30531	68824
26111	23806
69062	23875
99218	62371
92025	27770
85068	4143
90592	49011
93658	87734
94943	38856
65498	34424
7368	74441
90082	43673
51221	70784
82059	16336
89222	13049
73467	70449
59917	90919
6071	80860
43242	73169
80098	52364
11278	60178
65691	15648
53090	2187
49828	20804
72958	65297
1102	26987
30148	4134
66488	20720
5713	64139
32795	50103
78037	18444
45959	94512
54515	59306
61670	49464
9234	50733
45901	24031
51379	94011
36092	84243
8821	41978
81754	74754
10656	12583
50084	52961
51348	48361
90820	61259
1218	9877
88257	28634
29364	29287
93004	18047
68742	27382
9139	91043
26348	63837
41600	84786
77758	20375
13715	36873
88846	17123
72755	75909
59751	49261
23416	83513
32637	42777
4875	19474
92291	92492
45308	10916
49630	45796
31233	919
34928	12776
18683	80305
48724	11549
38562	12656
92994	8515
85309	28014
80367	4368
78654	22836
8880	94785
62358	57043
65491	57673
90449	34940
48592	87591
68582	87226
23718	27463
42075	42711
27798	47231
6865	71565
79825	56349
24755	4246
79780	49295
63988	62023
29288	20795
47777	55711
4505	87095
7058	38
83782	98721
85783	84093
64356	90545
38707	13071
84799	47586
16031	35293
45612	9288
31344	35678
50768	52284
12348	59398
58714	99816
27483	45918
34943	90241
59036	79684
25828	54792
27979	18691
47264	28490
7901	85683
57422	10436
96769	81990
47050	64536
41388	36422
17059	78650
44018	32653
62714	38031
92096	6055
75681	45339
57089	54070
85320	87685
90721	46291
5912	50497
50362	66128
84105	43237
49875	70123
21513	87527
55019	45376
27290	28459
85553	44473
8542	32227
38719	92822
25664	2571
94927	82761
15547	21270
33849	61922
50665	10480
8436	97912
86037	24103
43774	27499
79494	42120
9137	29519
62943	14035
69149	6148
68964	55083
47776	60355
58353	89200
92797	11002
27137	70271
90100	28927
33188	11076
69331	61888
91349	74411
87876	65291
76990	33658
13453	82595
17103	292
90189	38529
57104	6509
90270	92388
56664	51095
29450	17083
21464	57889
18532	76383
99721	89995
92651	53295
8789	86329
36518	93035
37207	31157
11161	76113
5965	71064
15117	51448
20771	79584
21635	6174
16040	29392
35053	31122
82968	62519
3702	84807
8009	20909
74408	21517
53755	5310
74631	5497
55424	7354
8399	86506
51120	31352
93573	85022
62271	99663
40612	80637
8533	1490
41157	40592
86563	73552
61918	14119
32404	17430
14818	47077
59798	92037
14343	87229
325	18605
2718	99552
16867	64625
606	64111
22385	6468
71533	28457
40130	6969
37018	93254
72608	83828
74584	61465
73965	47496
18156	5081
55570	90563
60101	37749
62070	42949
60722	60190
9377	83282
69820	59104
41034	1780
24708	93516
11475	17569
31817	73176
76375	3684
81800	2016
18340	42496
50437	61703
90850	63819
62406	52912
29186	31851
98327	48727
93818	20768
16395	2146
66595	36120
525	13066
39261	59890
76151	8219
94612	93825
35682	36409
88983	21820
8080	2844
65230	93584
56519	96443
95328	12661
48100	10474
29887	66709
94016	25038
84440	79716
71598	45448
25881	11035
98574	56565
15567	64835
60453	70751
4104	66499
12950	51739
15886	93196
22596	491
28258	27230
74832	56748
87288	77128
76156	45012
76885	72160
90996	64258
71455	66697
24655	85215
34691	91617
46356	69139
10383	40744
17245	152
31639	39728
40266	92410
29913	84312
76239	93235
67925	95839
6607	41285
30956	10632
11993	4598
4941	98364
53642	82902
2276	338
9882	25705
82341	33483
74731	9763
33877	23559
73401	78621
20763	75540
22179	15515
38905	27561
92126	13721
66598	95871
75743	542
98649	65359
64009	69446
38599	70416
93046	69028
68290	73996
4705	48617
10077	46507
18731	92616
63415	52920
80327	90214
30908	25019
64956	87412
42756	14509
